movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Penitentiary III,"['Action', 'Crime', 'Drama']","A man is framed for murder and sent to prison. He is beaten and tortured, then forced to fight the prison's worst killer, a martial-arts fighting midget called Thud.","['convicted of murder', 'prison sentence', 'corrupt warden', 'martial arts', 'murder attempt', 'killer little person', 'boxing match', 'prison guard', 'bare chested male', 'kiss']",Jamaa Fanaka,"['Leon Isaac Kennedy', 'Anthony Geary', 'Steve Antin', 'Jamaa Fanaka', 'Jamaa Fanaka']",Jamaa Fanaka,/title/tt0093714/
Bro',"['Action', 'Crime', 'Drama']",A college student gets involved in the wild partying lifestyle of the professional freestyle motocross world.,['college'],Nick Parada,"['Kimberly Spencer', 'Will Chavez', 'Beau Manley', 'Alexandra Mason', 'Nick Parada']",Nick Parada,/title/tt1690540/
Silver Sable,['Action'],Plot unknown. Feature film centering on the Marvel Comics character Silver Sable.,"['based on comic book', 'marvel comics', 'shared universe', 'sony spiderverse', 'silver sable character', 'female protagonist']",Lindsey Beer,"['Ron Frenz', 'Lindsey Beer', 'Tom DeFalco', 'Ron Frenz', 'United States']",Tom DeFalco,/title/tt4132878/
Armageddon Tales,"['Action', 'Sci-Fi']","After surviving a worldwide pandemic, two men with different agendas, two women from a survival colony, and young girl and a man each form alliances as they cross post-apocalyptic landscapes.",[],Paul Plett,"['Josh Guttman', 'Alexander Lappöhn', 'Kaleb Lechowski', 'Jeremy Dash', 'Sarah Groleau']",Jonah Schwartz,/title/tt13361358/
Tarzan's Hidden Jungle,"['Action', 'Adventure']",Tarzan fights White poachers who trespass on his domain and on lands belonging to the native Sukulu tribe.,"['damsel in distress', 'implied nudity', 'africa', 'veterinarian', 'fake photographer', 'henchman', 'held at gunpoint', 'sacred ground', 'cigarette smoking', ""veterinarian's nurse""]",Harold D. Schuster,"['Edgar Rice Burroughs', 'Gordon Scott', 'Vera Miles', 'Peter van Eyck', 'Harold D. Schuster']",William Lively,/title/tt0048699/
Ek Ajnabee,"['Action', 'Crime', 'Drama']","Suryaveer, an ex-army officer, is assigned the task of protecting a young girl, Anamika. When Anamika gets kidnapped, he decides to use all his skills to rescue her.","['betrayal by a friend', 'betrayal', 'abduction', 'telephone conversation', 'little girl', 'kidnapping', 'ransom', 'alcoholic', 'bodyguard', 'murder of a child']",Apoorva Lakhia,"['Manoj Tyagi', 'Amitabh Bachchan', 'Arjun Rampal', 'Perizaad Zorabian', 'Apoorva Lakhia']",Apoorva Lakhia,/title/tt0457875/
Fags in the Fast Lane,"['Action', 'Adventure', 'Comedy']","Kitten calls her son Beau when her GILF bordello is robbed by a grotesque burlesque gang. A full- throttle, rock n rollin' feast of camp destruction and dangerous dance numbers ensues.","['garage rock', 'psychotronic film', 'ozploitation', 'fast lane', 'australian comedy', 'australian sex comedy', 'australia', 'australian', 'australian film', 'australian cinema']",Josh Collins,"['Steven G. Michael', 'Tex Perkins', 'Chris Asimos', 'Matt Jones', 'Josh Collins']",Josh Collins,/title/tt5489156/
Du bei dao wang,"['Action', 'Adventure']","After defeating The Long-Armed Devil and his armies, our nubbed hero has been living in retirement as a farmer, but circumstances causes him to come out of retirement and take on The Eight Kings, each warrior with their own unique fighting style. The time has come for the one arm... Read all",[],Cheh Chang,"['Jimmy Wang Yu', 'Chiao Chiao', 'Chia Essie Lin', 'Cheh Chang', 'Cheh Chang']",Cheh Chang,/title/tt0064265/
Nine Lives,"['Action', 'Adventure', 'Biography']","During World War II, nine members of the Norwegian Resistance trapped into a deadly Nazi ambush. Only one escapes on foot, and a fierce hunt through the ice desert has begun.","['manhunt', 'norway', 'german', 'escape', 'snow', 'nazi occupied norway', 'sami', 'mountain crossing', 'reindeer', 'local blockbuster']",Arne Skouen,"['James L. Shute', 'Arne Skouen', 'Jack Fjeldstad', 'Henny Moan', 'Alf Malland']",David Howarth,/title/tt4383594/
Nine Lives,"['Comedy', 'Drama', 'Family']",A stuffy businessman finds himself trapped inside the body of his family's cat.,"['cat', 'skyscraper', 'husband wife relationship', 'body swap', 'business', 'takeover', 'heir', 'pet', 'lightning', 'male protagonist']",Barry Sonnenfeld,"['Matt Allen', 'Caleb Wilson', 'Kevin Spacey', 'Jennifer Garner', 'Robbie Amell']",Gwyn Lurie,/title/tt4383594/
Kilit,"['Action', 'Mystery', 'Thriller']","In a highly secured prison, 10 prisoners are found dead mysteriously. Erol and Selin are tasked with investigating the murders. The cause of death is the same for all: heart attack. But the truth is utterly different from that.",[],Adil Oguz Valizade,"['Arif Valizadeh', 'Mert Firat', 'Melisa Pamuk', 'Timur Acar', 'Adil Oguz Valizade']",Adil Oguz Valizade,/title/tt12687584/
Serbian Scars,"['Action', 'Drama', 'Thriller']","This action, thriller, is set in Belgrade, Chicago and Kosovo, chronicles the complicated relationship and reunion of estranged brothers, Alex and Peter and the forbidden love of a Serbian Soldier and a young Muslim woman. Alex believing his father to be at death's door and in ne... Read all","['belgrade serbia', 'brother', 'weapon', 'terrorist', 'serbia', 'soldier', 'serbian', 'love', 'kosovo', 'freedom']",Brent Huff,"['Vladimir Rajcic', 'Vladimir Rajcic', 'Michael Madsen', 'Mark Dacascos', 'Brent Huff']",Gary M. Lumpp,/title/tt0892392/
Jai Ho,"['Action', 'Drama']","An upright ex-army man, Jai fights a solitary war against corruption and injustice. With a simple mantra to pay forward, he starts off by helping one person and forms an ever growing circle of people helping each other.","['corrupt politician', 'stabbed in the arm', 'accidental stabbing', 'accidental killing', 'warning', 'chase', 'police officer', 'motorcycle', 'fistfight', 'suicide']",Sohail Khan,"['Dilip Shukla', 'Salman Khan', 'Abhinay Raj Singh', 'Daisy Shah', 'Sohail Khan']",A.R. Murugadoss,/title/tt1188982/
Son of Sardaar,"['Action', 'Comedy', 'Romance']","A guest tries to stay inside the house of a man who can't kill him unless he's outside, because of believing guest to be equal to God.","['buffalo', 'threshold', 'mansion', 'bed', 'doctor', 'vengeance', 'remake', 'motorcycle', 'houseguest', 'escape']",Ashwani Dhir,"['Robin Bhatt', 'Shaheen Bhatt', 'Ashwani Dhir', 'Ajay Devgn', 'Sanjay Dutt']",Anil Devgan,/title/tt2178508/
Tuck Jagadish,"['Action', 'Drama']","In a village with greedy property fights among the families, Jagadish (Nani) carries on his father's legacy to reform all the property issues in his village while trying to reunite his family, which is also split due to property issues.",[],Shiva Nirvana,"['Nani', 'Ritu Varma', 'Aishwarya Rajesh', 'Shiva Nirvana', 'Shiva Nirvana']",Shiva Nirvana,/title/tt11385078/
The Mummy Rebirth,"['Action', 'Comedy', 'Crime']",Two treasure hunters uncover a sealed tomb and awaken a mummy that has waited years to come back and wipe humanity from the face of the Earth. It's a race against time as they try to stop the Mummy from wreaking havoc on the modern world.,"['psychotronic film', 'mummy', 'shootout', 'black ops', 'pistol', 'machine gun', 'female soldier', 'female black ops', 'soldier', 'female soldier deceased']",Khu,"['Tristan Price', 'John Brown', 'Carter', 'David E. Cazares', 'Khu']",Tristan Price,/title/tt10378798/
Thupparivaalan,"['Action', 'Crime', 'Thriller']",Detective Kaniyan Poonkundran is hungry for a challenging case to investigate and the mystery of a murdered dog leads to a rival who could be the match for him.,['detective'],Mysskin,"['Vishal', 'Prasanna', 'Vinay Rai', 'Mysskin', 'Mysskin']",Mysskin,/title/tt7190460/
Billa,"['Action', 'Crime', 'Thriller']","A cop chases international gangster Billa and happens to be the only one to see him die. He places Velu, Billa's lookalike, inside the gang to get information. But Velu is framed for killing the cop.","['character name as title', 'one word title', 'bikini', 'dual role', 'remake']",Vishnuvardhan,"['Javed Akhtar', 'Vishnuvardhan', 'Ajith Kumar', 'Nayanthara', 'Rahman']",Salim Khan,/title/tt0920457/
Tabaahi,"['Action', 'Crime', 'Drama']","When honest Thanedar Harnek Singh comes to know that Mantri Balwant Singh is involved in drug trafficking, he decides to expose him at any and all costs. Despite of veiled threats to him and his family, which consists of his widower father; wife; daughter, Guddi; sister, Janki an... Read all",[],Harinder Gill,"['Puneet Chandra Sharma', 'Ravinder Maan', 'Gurkirtan', 'Harinder Gill', 'Harinder Gill']",Harinder Gill,/title/tt0457161/
The Controller,"['Action', 'Adventure', 'Comedy']","A billionaire has 8 hours to get his wife back, with help from armchair combat professionals.","['gaming', 'gamers', 'family relationships']",Frank Michels,"['Bob Rue', 'Tank Jones', 'Lolita Sahwany', 'Frank Michels', 'Frank Michels']",Frank Michels,/title/tt0481494/
The Final Cut,"['Action', 'Drama', 'Thriller']","A mysterious bomber is planting explosive devices in Seattle, Washington. Since their quality takes too big a toll amongst Seattle Police bomb experts, John Pierce, former head of the Bomb Squad, reluctantly takes the job that will take him to face his worst nightmare.","['bomb squad', 'die hard scenario', 'sex', 'bar', 'elevator', 'wet t shirt', 'braless', 'video surveillance', 'terrorism', 'swat team']",Roger Christian,"['Raul Inglis', 'Sam Elliott', 'Charles Martin Smith', 'Kelly Benson', 'Roger Christian']",Crash Leyland,/title/tt0113063/
Battle in Space: The Armada Attacks,"['Action', 'Sci-Fi']",A series of shorts depicting a future in 2420 after aliens and powerful space wizards enslaved human villages until a group of rebels organize a counter attack against their alien overlords by piloting fully loaded spaceships.,['anthology'],Andrew Jaksch,"['Toby Rawal', 'Josh Guttman', 'Andrew Jaksch', 'Lukas Kendall', 'Declan Churchill Carter']",Lukas Kendall,/title/tt13057076/
Lethal Target,"['Action', 'Sci-Fi']",A young female marshal goes undercover on a deathtrap starship to prevent a terrifying alien invasion.,"['euro trash', 'trash movie', 'z movie', 'upskirt', 'cave in', 'climbing a ladder', 'mining', 'spaceship', 'injection in neck', 'implanted computer chip']",Lloyd A. Simandl,"['C.C. Costigan', 'Josh Barker', 'Kim Sill', 'Lloyd A. Simandl', 'Chris Hyde']",Chris Hyde,/title/tt0284260/
Ten Tall Men,"['Action', 'Adventure', 'War']","During the Riff War in Morocco, the French Foreign Legion's outpost of Tarfa is threatened by Khalif Hussein's tribes but Sergeant Mike Kincaid devises a plan of survival until the arrival of French reinforcements.","['french military', 'french soldier', 'hot weather', 'french colonial', 'military uniform', 'firearm', 'maghreb', 'nco', 'french morocco', 'man tied up']",Willis Goldbeck,"['Frank Davis', 'James Warner Bellah', 'Burt Lancaster', 'Jody Lawrance', 'Gilbert Roland']",Roland Kibbee,/title/tt0044110/
Petla,"['Action', 'Crime', 'Drama']","Based on a true story about a 2nd generation cop who has designs on becoming a detective but his goals descend into bribery, corruption and addiction.","['full frontal female nudity', 'female nudity', 'female frontal nudity', 'female full frontal nudity', 'hairy bush']",Patryk Vega,"['Olaf Olszewski', 'Patryk Vega', 'Antoni Królikowski', 'Katarzyna Warnke', 'Piotr Stramowski']",Grzegorz Barlog,/title/tt12841318/
Texas Lightning,"['Action', 'Comedy', 'Drama']",A rough and tough macho truck driver decides to make his soft son more of a man by taking him hunting. They go on a holiday and go to a honky-tonk bar where the younger man falls in love with a burned out waitress.,"['hixploitation', 'exploitation', 'man in a shower', 'broken dentures', 'spiked coffee', 'deer head trophy', 'chevy pickup', 'sex', 'nudity', 'male nudity']",Gary Graver,"['Cameron Mitchell', 'Cameron Mitchell Jr.', 'Maureen McCormick', 'Gary Graver', 'Gary Graver']",Gary Graver,/title/tt0083186/
Let Me Make You a Martyr,"['Action', 'Crime', 'Drama']","A cerebral revenge film about two adopted siblings who fall in love, and hatch a plan to kill their abusive father.",['revenge'],Corey Asraf,"['John Swab', 'Corey Asraf', 'Marilyn Manson', 'Mark Boone Junior', 'Sam Quartin']",John Swab,/title/tt3699372/
USS Seaviper,"['Action', 'Drama', 'War']","The German U-Boat, U-234, from the Port of Kiel is trading cargo with the Japanese. USS Seaviper must locate and stop this dangerous exchange. The Captain of USS Seaviper must go ashore to conduct reconnaissance on an island near Sumatra, but the ship is left in the hands of Mist... Read all","['submarine', 'world war two', 'atom bomb']",Ralph A. Villani,"['Tim Large', 'Jeremy King', 'Robb Maus', 'Ralph A. Villani', 'Lynanne Rockhill']",Lynanne Rockhill,/title/tt1274596/
Jungle Ki Hasina,"['Action', 'Adventure']",,[],K.S. Gopalakrishnan,"['Narendran', 'Shankar Sugandhi', 'K.S. Gopalakrishnan', 'Babloo', 'Narendran']",Babloo,/title/tt3429798/
Cash,"['Action', 'Crime', 'Thriller']",Three unique diamonds. Two teams of thieves. One big heist that spins out into a battle for the ultimate eternal prize: Cash.,"['caper crime', 'diamond', 'heist', 'double cross', 'money falling through the air', 'animated sequence', 'mastermind', 'hang gliding', 'exploding car', 'con artist']",Anubhav Sinha,"['Yash Gawli', 'Panchhi Jalonvi', 'Ajay Devgn', 'Suniel Shetty', 'Zayed Khan']",Vishal Dadlani,/title/tt0872190/
A.P.E.X.,"['Action', 'Sci-Fi']","In postapocalyptic war-torn 2073, a scientist from another timeline must help a resistance group stop the army of indestructible A.P.E.X. terminator robots he'd mistakenly created, even if it means risking erasing himself from existence.","['dystopian future', 'terminator', 'killer robot', 'robot army', 'human extinction', 'war torn planet', 'year 2073', 'year 1973', 'changing the past', 'happy ending']",Phillip J. Roth,"['Gian-Carlo Scandiuzzi', 'Ron Schmidt', 'Richard Keats', 'Mitchell Cox', 'Lisa Ann Russell']",Phillip J. Roth,/title/tt0109144/
In Dangerous Company,"['Action', 'Crime', 'Drama']",A beautiful woman seduces and tricks a hitman in order to save her own skin.,"['neo noir', 'erotic thriller', 'female protagonist', 'rear female nudity', 'sex scene', 'assassin', 'woman in jeopardy', 'woman wears lingerie', 'hitman', 'seduction']",Ruben Preuss,"['Cliff De Young', 'Tracy Scoggins', 'Steven Keats', 'Ruben Preuss', 'Mitch Brown']",Mitch Brown,/title/tt0095363/
The King of the Streets,['Action'],"Killing a competitor in a brutal street fight, Yue Feng is sent to prison for eight years. Upon his release, Yue works to fit back into society. But his dark past makes redemption a difficult, and possibly violent, road.",[],Zhong Lei,"['Shen Cheng', 'Yue Song', 'Kang En', 'Yang JunPing', 'Becki Li']",Yue Song,/title/tt3433170/
Future Zone,"['Action', 'Comedy', 'Crime']",Sequel to 'Future Force' has John Tucker's son traveling back in time 30 years to save his father from being killed by thugs he is currently pursuing back in 1990.,"['father son rivalry', 'ship explosion', 'topless', 'erotic masseuse', 'car bombing', 'pregnant wife', 'accidentally punches the wall', 'punch drunk', 'see through shirt', 'time portal']",David A. Prior,"['David Carradine', 'Ted Prior', 'Patrick Culliton', 'David A. Prior', 'David A. Prior']",David A. Prior,/title/tt0099625/
Balidaan,"['Action', 'Thriller']","Police Inspector Vijay lives a wealthy lifestyle in Bombay, India, along with his Bua, while his widower dad lives in the countryside in a farmhouse. Vijay meets and falls in love with Uma, who subsequently moves in as a tenant in his Bua's house along with her dad, Jagmohan and ... Read all",[],S.A. Chandrashekhar,"['Anuradha', 'Vijay Arora', 'S.A. Chandrashekhar', 'Bindu Desai', 'Anuradha']",Bindu Desai,/title/tt0186850/
Ghulam-E-Musthafa,"['Action', 'Crime', 'Drama']",A gangster shuns the path of crime after his lover is killed by his rivals but soon he is dragged by his boss once again in the criminal world to do one last job.,"['shootout', 'civil servant', 'father figure', 'home invasion', 'religious prejudice', 'muslim', 'gangster', 'loss of loved one', 'hindu', 'redemption']",Partho Ghosh,"['Mangesh Kulkarni', 'Prasanna', 'Nana Patekar', 'Raveena Tandon', 'Paresh Rawal']",Imtiaz Hussain,/title/tt0185335/
Angel Unchained,"['Action', 'Drama', 'Thriller']","Angel is the biker who joins a commune of hippies near a small town. When the town rednecks attack them, Angel calls up some of his bad biker buddies to exact revenge.","['i ching', 'psychotronic film', 'bikersploitation', 'outlaw biker', 'biker', 'commune', 'revenge', 'redneck', 'skinhead', 'sheriff']",Lee Madden,"['Lee Madden', 'Don Stroud', 'Luke Askew', 'Larry Bishop', 'Lee Madden']",Jeffrey Alan Fiskin,/title/tt0065401/
Salim,"['Action', 'Thriller']","The socially responsible Dr.Salim faces criticism and seclusion at work due to his upright nature. In addition to this, when his relationship with Nisha falls apart, he is driven to do something he wouldn't normally do.",['work'],N.V. Nirmal Kumar,"['Vijay Antony', 'Aksha Pardasany', 'R.N.R. Manohar', 'N.V. Nirmal Kumar', 'N.V. Nirmal Kumar']",N.V. Nirmal Kumar,/title/tt3824432/
Mugabe,"['Action', 'Biography', 'Drama']",Mugabe rises from being a prisoner to power as a guerrilla fighter but gradually becomes the world's top tyrant. After four decades in power his allies do the unexpected.,"['reference to robert mugabe', 'freedom fighter', 'prison', 'guerilla warfare', 'ian smith', 'land invasion', 'human rights violation', 'coup', 'operation legacy', 'gukurahundi']",Robert Peters,"['Nyaradzo Mutsauri', 'Nyaradzo Mutsauri', 'Jackie Appiah', 'Dhlodhlo Charity', 'Mzembi Charles']",Samantha Iwowo,/title/tt10908892/
Jung Baaz,"['Action', 'Crime']","Two men Arjun Srivastav and a guilt ridden advocate Krishna Prasad Saxena who prosecuted Arjun for a crime he did not commit clear up their misunderstandings and team up to take revenge on the real culprits Mahakal, Numbridas, Bahadur Singh and John Decosta with the help and supp... Read all","['murder', 'police officer', 'villain', 'fight', 'knife', 'mansion', 'attempted murder', 'lawyer', 'court', 'shot to death']",Mehul Kumar,"['Mehul Kumar', 'Nusrat Sayyed', 'Govinda', 'Danny Denzongpa', 'Prem Chopra']",Anwar Khan,/title/tt0233990/
The Avenging Silence,"['Action', 'Crime', 'Thriller']",none,[],See company contact information,"['See producer', 'See preliminary cast']",See writer,/title/tt5437956/
The Girls from Thunder Strip,"['Action', 'Drama']",A vicious gang of murderous bikers goes up against a trio of beautiful bootlegging sisters.,"['brassiere', 'beer', 'vest', 'chewing gum', 'police officer', 'police car', 'toilet paper', 'exploding car', 'photography', 'cigar smoking']",David L. Hewitt,"['David L. Hewitt', 'Jody McCrea', 'Maray Ayres', 'Mick Mehas', 'David L. Hewitt']",Pat Boyette,/title/tt0060462/
Vaanam,"['Action', 'Crime', 'Drama']","There are 5 stories in this movie, which joins together in the climax.",['love'],Radha Krishna Jagarlamudi,"['Radha Krishna Jagarlamudi', 'Silambarasan Rajendar', 'Bharath Srinivasan', 'Anushka Shetty', 'Radha Krishna Jagarlamudi']",S. Gnanagiri,/title/tt1712057/
Guru,"['Action', 'Drama', 'Sport']",A curmudgeonly boxing coach sees the potential in a young woman; his belief in her changes her life.,['f rated'],Gagan Bhullar,"['Harshavardhan', 'Sudha Kongara', 'Nandini Sharma', 'Venkatesh Daggubati', 'Ritika Singh']",Sudha Kongara,/title/tt6010240/
Bomber,"['Comedy', 'Action', 'Crime']","Bud ""Bomber"" Graziano (Bud Spencer) retired from boxing as heavyweight champion and has sworn to never fight again. While living his life on a ship he meets Jerry Cala' (Jerry Cala) who finds himself always in trouble due to his being as a Lombard punter. But this time he is in b... Read all","['italian cinema', 'violence', 'fight', 'punched in the face', 'u.s. military', 'boxing ring', 'boxing gym', 'fistfight', 'comeback', 'boxer']",Michele Lupo,"['Francesco Scardamaglia', 'Bud Spencer', 'Jerry Calà', 'Stefano Mingardo', 'Michele Lupo']",Marcello Fondato,/title/tt0083675/
Concorde Affaire '79,"['Action', 'Crime', 'Thriller']",A reporter tries to stop the crash of an aircraft after uncovering an airline's plot to save their business by sabotaging Concorde flights and have them decommissioned.,"['terrorism', 'memory', 'memory loss', 'regaining memory', 'amnesia', 'deja vu', 'hand cut off', 'heart attack', 'death by heart attack', 'murder disguised as heart attack']",Ruggero Deodato,"['Renzo Genta', 'Ernesto Gastaldi', 'James Franciscus', 'Mimsy Farmer', 'Venantino Venantini']",Alberto Fioretti,/title/tt0078989/
Merciless,"['Action', 'Horror', 'Thriller']",Plot unknown.,[],Liam O'Donnell,"['Christopher Tuffin', 'Frank Grillo', ""Liam O'Donnell"", 'Frank Hannah', 'Christopher Tuffin']",Frank Hannah,/title/tt3584352/
Garuda Superhero,"['Action', 'Fantasy']","An anti-asteroid nuclear missile has been stolen by a terrorist group led by Durja King, who intends to use the weapon as a threat against the world's superpower countries. Only the Garuda Superhero, stands in the way of his evil plans.",['weapon'],X. Jo,"['Rizal Idrus', 'Slamet Rahardjo', 'Robby Sugara', 'X. Jo', 'X. Jo']",X. Jo,/title/tt9506820/
My Name Is Modesty: A Modesty Blaise Adventure,"['Action', 'Crime', 'Drama']","When her surrogate father who owns the casino she works in gets murdered, Modesty Blaise takes on those that killed him and are now at the casino to rob it. It turns out she is more than just a modest worker.","['casino', 'pickpocket', 'montage', 'cleavage', 'scantily clad female', 'morocco', 'tangier morocco', 'coming of age', 'orphan', 'red dress']",Scott Spiegel,"['Janet Scott Batchler', 'Alexandra Staden', 'Nikolaj Coster-Waldau', 'Raymond Cruz', 'Scott Spiegel']",Lee Batchler,/title/tt0347591/
Breaking Point,"['Action', 'Crime', 'Drama']",A troubled lawyer takes on a high profile murder case that forces him to come to terms with his own past.,"['murder', 'gang member', 'gang leader', 'defense attorney', 'corruption', 'conspiracy', 'new york city', 'female lawyer']",Jeff Celentano,"['Tom Berenger', 'Busta Rhymes', 'Armand Assante', 'Jeff Celentano', 'Vincent Campanella']",Vincent Campanella,/title/tt0965375/
To Trap a Spy,"['Comedy', 'Adventure', 'Drama']","The pilot for the TV series ""The Man From U.N.C.L.E.,"" re-edited and released to theaters as a feature.","['1960s', 'psychotronic film', 'housewife', 'camp', 'campy', 'timeframe 1960s', 'factory', 'secret agent', 'wasp', 'femme fatale']",Don Medford,"['Robert Vaughn', 'Luciana Paluzzi', 'Pat Crowley', 'Don Medford', 'Sam Rolfe']",Sam Rolfe,/title/tt0061098/
Sunday,"['Action', 'Comedy', 'Mystery']","An amnesiac woman fears a missing day in her life may connect her to a crime, and tries to retrace her steps between Saturday evening and Monday morning.","['police corruption', 'taxi', 'discotheque', 'taxi driver', 'rooftop chase', 'what happened to epilogue', 'voice dubbing', 'voice actress', 'tape recorder', 'shot in the butt']",Rohit Shetty,"['Tushar Hiranandani', 'Sajid', 'Ajay Devgn', 'Ayesha Takia', 'Arshad Warsi']",Robin Bhatt,/title/tt1039989/
Code Name: Emerald,"['Action', 'Drama', 'War']","Emerald is an agent the Germans ""have"" inside allied intelligence 1944/WWII. With ""help"" from Emerald, the Germans catch Wheeler, believed to know the when and where of D-Day. Emerald is sent to be Wheeler's cell mate. Let the game begin.","['year 1944', '1940s', 'ss', 'nazi uniform', 'military operation', 'april', 'spring', 'timeframe 1940s', 'agent', 'nazi']",Jonathan Sanger,"['Ed Harris', 'Max von Sydow', 'Horst Buchholz', 'Jonathan Sanger', 'Ron Bass']",Ron Bass,/title/tt0088934/
Agent,['Action'],,[],Surender Reddy,"['Sakshi Vaidya', 'Mammootty', 'Akhil Akkineni', 'Surender Reddy', 'Vakkantham Vamsi']",Vakkantham Vamsi,/title/tt14411774/
Saheb Biwi Aur Gangster,"['Action', 'Crime', 'Drama']","Hired to kill a nobleman, the assassin instead falls for the former's unstable wife.","['mistress', 'extramarital affair', 'smoking', 'adulterous husband', 'adulterous wife', 'royalty', 'driver', 'adultery', 'kiss', 'husband wife relationship']",Tigmanshu Dhulia,"['Tigmanshu Dhulia', 'Jimmy Shergill', 'Mahie Gill', 'Randeep Hooda', 'Tigmanshu Dhulia']",Sanjay Chauhan,/title/tt2073070/
Deadly Force,"['Action', 'Crime', 'Drama']","Stoney Cooper, a former Los Angeles police officer, is at a low point in his life. Kicked off the force because of his anti-authority attitude, he now ekes out a living as a freelancer in New York. All this changes when the daughter of an old friend is killed by a serial killer t... Read all","['serial murder', 'terror', 'drive in classic', 'grindhouse film', 'villain', 'good versus evil', 'psychopath', 'human monster', 'victim', 'sadistic psychopath']",Paul Aaron,"[""Robert Vincent O'Neil"", 'Barry Schneider', 'Wings Hauser', 'Joyce Ingalls', 'Paul Shenar']",Ken Barnett,/title/tt0085409/
Saint Michael of the City,['Action'],,[],Jeff Stewart,"['Ava Paloma', 'Brian Anthony Wilson', 'Adam Ratcliffe', 'Jeff Stewart', 'Kevin Interdonato']",Kevin Interdonato,/title/tt17039992/
Platteland,"['Action', 'Drama', 'Music']","Featuring a stellar cast of actors and musician and putting a vibrant new spin on some of the most popular Afrikaans hits of the past few years, Platteland tells the story of Riana van Niekerk, who is desperately fighting to save her family's farm from Mike Ferreira. He has his o... Read all","['afrikaans', 'one word title']",Sean Else,"['Deon Opperman', 'Lianie May', 'Bok van Blerk', 'Steve Hofmeyr', 'Sean Else']",Sean Else,/title/tt1935871/
The Aggression Scale,"['Action', 'Crime', 'Thriller']","Four heavily armed hitmen and two unusual teenagers go to war over $500,000 of stolen cash.","['child with a gun', 'female in a shower', 'woman wrapped in a towel', 'shooting a woman', 'child versus adult', 'kid outsmarts adult', 'money', 'teenager', 'booby trap', 'removing a bullet']",Steven C. Miller,"['Ryan Hartwig', 'Fabianne Therese', 'Ray Wise', 'Steven C. Miller', 'Ben Powell']",Ben Powell,/title/tt1816597/
American Hostage,['Action'],"A former US special forces soldier is forced to return to the battlegrounds of Iraq and Syria when his son, an aid worker, is kidnapped. Determined to overcome the political indifference to his sons plight, he must somehow find the will and ability to stop those who would make th... Read all",[],John Moore,"['John Moore', 'John Moore', 'Brian Barasch', 'John Moore', 'Spain']",Brian Barasch,/title/tt5872468/
Hell Riders,"['Action', 'Drama']","A woman whose car breaks down in the desert and attacked by bikers finds her way to a small town, where the town residents are terrorized by the psycho bikers.","['bikers', 'car breakdown', 'psychotronic film', 'female nudity', 'female rear nudity', 'female frontal nudity', 'female full frontal nudity', 'desolation', 'terror', 'small town']",James Bryan,"['James Bryan', 'Renee Harmon', 'Tina Louise', 'Adam West', 'Russ Alexander']",Dan Bradley,/title/tt0087402/
Rogue Warrior: Robot Fighter,"['Action', 'Sci-Fi']","In the distant future, humanity is overthrown by artificial intelligence on Earth and other worlds.","['dystopia', 'human versus robot', 'writer director producer', 'written by director', 'artificial intelligence', 'post apocalypse', 'woman wears a tank top', 'robot']",Neil Johnson,"['Tracey Birdsall', 'William Kircher', 'Daz Crawford', 'Neil Johnson', 'Neil Johnson']",Neil Johnson,/title/tt4937114/
Rescue,['Action'],"After the accidental death of Jake's oldest daughter and wife, Jake's only daughter Leah, has been abducted by human traffickers. Jake's experience in martial arts, sets out with little clues in hand, and a kali stick in the other.",[],Jason Lohman,"['Jason Lohman', 'Kimberly Lohman', 'Michael Ochotorena', 'Sophia Ferguson', 'Justice Lee']",Ted Tanaka,/title/tt14010416/
The Adventures of Hajji Baba,"['Action', 'Adventure', 'Romance']","In Ispahan, Persia, a barber mistakes an emerald ring as the prize to be delivered to a prince known far and wide, only to realize that a runaway Princess is the real treasure awaited, promising to escort her to her final destination.","['character name as title', 'hajji baba character', 'five word title', 'hand to hand combat', 'pearl', 'princess', 'caliph', 'emerald ring', 'emerald', 'merchant']",Don Weis,"['James Justinian Morier', 'John Derek', 'Elaine Stewart', 'Thomas Gomez', 'Don Weis']",Richard Collins,/title/tt0046683/
Higanjima: Derakkusu,"['Action', 'Comedy', 'Fantasy']",The movie depicts the confrontation between younger brother Akira Miyamoto (Shunya Shiraishi) and older brother Atsushi Miyamoto (Ryohei Suzuki) on Higanjima.,['brother'],Takeshi Watanabe,"['Sakichi Sato', 'Hidehiro Ito', ""Shun'ya Shiraishi"", 'Ryohei Suzuki', 'Shôhei Abe']",Kôji Matsumoto,/title/tt5238370/
Thirunaal,"['Action', 'Drama', 'Romance']","A local rural thug who works for politicians, falls for a girl's love.",['thug'],Ramnath,"['Jiiva', 'Nayanthara', 'Karunas', 'Ramnath', 'Ramnath']",Ramnath,/title/tt5495270/
Edakkad Battalion 06,"['Action', 'Drama', 'Romance']","Shafeek's father wanted him to become a chef, but he chose to serve his country instead. On his annual leave from work, Shafeek, now a young soldier, must deal with his family, his bride to be and a gang involved in illegal activities.",['gang'],Swapnesh K. Nair,"['Tovino Thomas', 'Samyuktha Menon', 'Shalu Rahim', 'Swapnesh K. Nair', 'P. Balachandran']",P. Balachandran,/title/tt10218838/
